LED Item #,M780L3,,,M780LP1,,,M810L3,,,M850L3,,,M850LP1,,,M880L3,,,M940L3,,,M970L4,,,M1050L2,,,M1050L4,,,M1100L1,,,M1300L3,,,M1300L4,,,M1450L4,,,M1550L3,,,M1650L4,
Min Output Power (mW),200,,,800,,,325,,,900,,,1400,,,300,,,800,,,600,,,50,,,160,,,168,,,25,,,122.8,,,81.8,,,31,,,13,
Scaling Constant,5.34E+00,,,2.24E+01,,,8.93E+00,,,2.61E+01,,,3.32E+01,,,5.47E+00,,,1.09E+01,,,9.04E+00,,,6.50E-01,,,3.52E+00,,,2.40E+00,,,2.75E-01,,,1.19E+00,,,6.80E-01,,,2.77E-01,,,7.94E-02,
Spectra,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm) ,Spectral Flux (mW/nm),,Wavelength (nm) ,Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm)
,896.36172,2.18E-02,,741.3499827,3.41E+00,,741.3499827,3.77E-02,,895.81294,0.00E+00,,741.3499827,-1.37E-03,,899.76789,3.08E+00,,896.36172,4.28E+00,,741.34998,5.43E-03,,994.30,2.63E-01,,,,,1093.493,2.34E+00,,1429.60767,6.13E-03,,,,,,,,1136.37,0.00E+00,,1136.37,2.62E-03
,896.5294,2.78E-02,,741.5855677,3.48E+00,,741.5855677,4.62E-02,,895.98107,0.00E+00,,741.5855677,3.08E-02,,899.93762,3.05E+00,,896.5294,4.31E+00,,741.58557,0.00E+00,,994.39,2.63E-01,,,,,1093.859,2.35E+00,,1429.85803,6.30E-03,,,,,,,,1136.44,0.00E+00,,1136.43,2.62E-03
,896.69709,2.70E-02,,741.8211617,3.52E+00,,741.8211617,2.53E-02,,896.14921,0.00E+00,,741.8211617,-6.14E-03,,900.10735,3.02E+00,,896.69709,4.34E+00,,741.82116,3.62E-03,,994.49,2.63E-01,,,,,1094.226,2.36E+00,,1430.10852,6.47E-03,,,,,,,,1136.50,0.00E+00,,1136.49,2.61E-03
,896.86479,2.66E-02,,742.0567647,3.60E+00,,742.0567647,4.18E-02,,896.31735,1.74E-04,,742.0567647,3.80E-02,,900.27708,2.99E+00,,896.86479,4.38E+00,,742.05676,0.00E+00,,994.59,2.63E-01,,,,,1094.593,2.37E+00,,1430.35901,6.62E-03,,,,,,,,1136.56,0.00E+00,,1136.56,2.60E-03
,897.03248,2.55E-02,,742.2923767,3.64E+00,,742.2923767,3.28E-02,,896.4855,2.61E-04,,742.2923767,1.28E-02,,900.44681,2.97E+00,,897.03248,4.41E+00,,742.29238,0.00E+00,,994.69,2.63E-01,,,,,1094.960,2.38E+00,,1430.60962,6.71E-03,,,,,,,,1136.63,0.00E+00,,1136.62,2.59E-03
,897.20018,2.95E-02,,742.5279977,3.71E+00,,742.5279977,5.65E-02,,896.65364,1.74E-04,,742.5279977,5.43E-02,,900.61655,2.94E+00,,897.20018,4.43E+00,,742.528,0.00E+00,,994.79,2.64E-01,,,,,1095.327,2.38E+00,,1430.86035,6.73E-03,,,,,,,,1136.69,0.00E+00,,1136.68,2.57E-03
,897.36788,1.56E-02,,742.7636277,3.75E+00,,742.7636277,3.19E-02,,896.82179,0.00E+00,,742.7636277,5.18E-03,,900.7863,2.91E+00,,897.36788,4.45E+00,,742.76363,0.00E+00,,994.89,2.64E-01,,,,,1095.694,2.39E+00,,1431.11121,6.67E-03,,,,,,,,1136.75,0.00E+00,,1136.75,2.55E-03
,897.53558,2.43E-02,,742.9992666,3.82E+00,,742.9992666,6.40E-02,,896.98995,1.74E-04,,742.9992666,4.19E-02,,900.95604,2.89E+00,,897.53558,4.46E+00,,742.99927,0.00E+00,,994.99,2.64E-01,,,,,1096.062,2.39E+00,,1431.36206,6.55E-03,,,,,,,,1136.82,0.00E+00,,1136.81,2.54E-03
,897.70328,2.08E-02,,743.2349146,3.85E+00,,743.2349146,3.80E-02,,897.15811,0.00E+00,,743.2349146,6.03E-03,,901.12579,2.86E+00,,897.70328,4.49E+00,,743.23491,0.00E+00,,995.08,2.64E-01,,,,,1096.430,2.40E+00,,1431.61304,6.40E-03,,,,,,,,1136.88,0.00E+00,,1136.87,2.52E-03
,897.87099,2.85E-02,,743.4705715,3.94E+00,,743.4705715,5.36E-02,,897.32627,1.74E-04,,743.4705715,5.03E-02,,901.29555,2.83E+00,,897.87099,4.51E+00,,743.47057,0.00E+00,,995.18,2.65E-01,,,,,1096.798,2.40E+00,,1431.86401,6.23E-03,,,,,,,,1136.94,0.00E+00,,1136.94,2.51E-03
,898.0387,2.22E-02,,743.7062373,3.96E+00,,743.7062373,5.74E-02,,897.49443,0.00E+00,,743.7062373,2.12E-02,,901.4653,2.80E+00,,898.0387,4.54E+00,,743.70624,9.04E-03,,995.28,2.66E-01,,,,,1097.167,2.40E+00,,1432.11523,6.09E-03,,,,,,,,1137.01,0.00E+00,,1137.00,2.50E-03
,898.20641,2.98E-02,,743.9419122,4.05E+00,,743.9419122,4.59E-02,,897.6626,1.74E-04,,743.9419122,5.04E-02,,901.63507,2.77E+00,,898.20641,4.56E+00,,743.94191,0.00E+00,,995.38,2.66E-01,,,,,1097.536,2.40E+00,,1432.36646,5.98E-03,,,,,,,,1137.07,0.00E+00,,1137.06,2.49E-03
,898.37412,1.69E-02,,744.1775959,4.09E+00,,744.1775959,5.18E-02,,897.83077,2.61E-04,,744.1775959,6.05E-03,,901.80483,2.74E+00,,898.37412,4.60E+00,,744.1776,0.00E+00,,995.48,2.67E-01,,,,,1097.904,2.40E+00,,1432.61780,5.91E-03,,,,,,,,1137.13,0.00E+00,,1137.13,2.49E-03
,898.54183,2.97E-02,,744.4132887,4.16E+00,,744.4132887,7.40E-02,,897.99894,0.00E+00,,744.4132887,5.15E-02,,901.9746,2.71E+00,,898.54183,4.64E+00,,744.41329,0.00E+00,,995.58,2.66E-01,,,,,1098.274,2.40E+00,,1432.86914,5.88E-03,,,,,,,,1137.20,0.00E+00,,1137.19,2.49E-03
,898.70955,1.93E-02,,744.6489904,4.21E+00,,744.6489904,4.89E-02,,898.16711,0.00E+00,,744.6489904,6.76E-03,,902.14437,2.67E+00,,898.70955,4.68E+00,,744.64899,0.00E+00,,995.68,2.66E-01,,,,,1098.643,2.40E+00,,1433.12061,5.87E-03,,,,,,,,1137.26,0.00E+00,,1137.25,2.50E-03
,898.87727,3.40E-02,,744.884701,4.29E+00,,744.884701,6.19E-02,,898.33529,0.00E+00,,744.884701,6.21E-02,,902.31415,2.65E+00,,898.87727,4.71E+00,,744.8847,0.00E+00,,995.77,2.66E-01,,,,,1099.013,2.40E+00,,1433.37219,5.89E-03,,,,,,,,1137.32,0.00E+00,,1137.32,2.50E-03
,899.04499,2.24E-02,,745.1204206,4.33E+00,,745.1204206,6.65E-02,,898.50348,2.61E-04,,745.1204206,-5.01E-03,,902.48393,2.62E+00,,899.04499,4.74E+00,,745.12042,0.00E+00,,995.87,2.67E-01,,,,,1099.383,2.40E+00,,1433.62390,5.91E-03,,,,,,,,1137.39,0.00E+00,,1137.38,2.51E-03
,899.21272,2.65E-02,,745.3561491,4.38E+00,,745.3561491,7.72E-02,,898.67166,0.00E+00,,745.3561491,3.85E-02,,902.65371,2.58E+00,,899.21272,4.76E+00,,745.35615,0.00E+00,,995.97,2.68E-01,,,,,1099.753,2.40E+00,,1433.87561,5.95E-03,,,,,,,,1137.45,0.00E+00,,1137.44,2.52E-03
,899.38044,1.83E-02,,745.5918865,4.44E+00,,745.5918865,6.98E-02,,898.83985,2.61E-04,,745.5918865,3.01E-02,,902.8235,2.54E+00,,899.38044,4.79E+00,,745.59189,0.00E+00,,996.07,2.68E-01,,,,,1100.123,2.40E+00,,1434.12756,6.00E-03,,,,,,,,1137.51,0.00E+00,,1137.51,2.53E-03
,899.54817,3.32E-02,,745.8276329,4.52E+00,,745.8276329,9.37E-02,,899.00804,0.00E+00,,745.8276329,4.68E-02,,902.99329,2.52E+00,,899.54817,4.81E+00,,745.82763,0.00E+00,,996.17,2.68E-01,,,,,1100.494,2.39E+00,,1434.37940,6.05E-03,,,,,,,,1137.58,0.00E+00,,1137.57,2.54E-03
,899.7159,1.99E-02,,746.0633882,4.57E+00,,746.0633882,8.86E-02,,899.17624,0.00E+00,,746.0633882,2.02E-02,,903.16308,2.48E+00,,899.7159,4.84E+00,,746.06339,0.00E+00,,996.27,2.68E-01,,,,,1100.865,2.39E+00,,1434.63147,6.11E-03,,,,,,,,1137.64,0.00E+00,,1137.63,2.55E-03
,899.88363,1.63E-02,,746.2991525,4.66E+00,,746.2991525,9.54E-02,,899.34443,0.00E+00,,746.2991525,5.86E-02,,903.33288,2.45E+00,,899.88363,4.85E+00,,746.29915,0.00E+00,,996.37,2.68E-01,,,,,1101.236,2.38E+00,,1434.88355,6.17E-03,,,,,,,,1137.70,0.00E+00,,1137.70,2.57E-03
,900.05137,2.54E-02,,746.5349256,4.70E+00,,746.5349256,1.02E-01,,899.51263,0.00E+00,,746.5349256,2.48E-02,,903.50268,2.42E+00,,900.05137,4.88E+00,,746.53493,0.00E+00,,996.47,2.69E-01,,,,,1101.608,2.38E+00,,1435.13574,6.21E-03,,,,,,,,1137.77,0.00E+00,,1137.76,2.58E-03
,900.21911,2.15E-02,,746.7707077,4.78E+00,,746.7707077,9.68E-02,,899.68084,6.96E-04,,746.7707077,4.44E-02,,903.67248,2.39E+00,,900.21911,4.90E+00,,746.77071,0.00E+00,,996.56,2.69E-01,,,,,1101.979,2.37E+00,,1435.38806,6.25E-03,,,,,,,,1137.83,0.00E+00,,1137.82,2.59E-03
,900.38684,2.90E-02,,747.0064987,4.83E+00,,747.0064987,8.95E-02,,899.84905,7.83E-04,,747.0064987,2.68E-02,,903.84229,2.35E+00,,900.38684,4.93E+00,,747.0065,0.00E+00,,996.66,2.69E-01,,,,,1102.351,2.37E+00,,1435.64050,6.26E-03,,,,,,,,1137.89,0.00E+00,,1137.89,2.60E-03
,900.55459,3.16E-02,,747.2422985,4.92E+00,,747.2422985,1.08E-01,,900.01726,0.00E+00,,747.2422985,7.17E-02,,904.0121,2.32E+00,,900.55459,4.96E+00,,747.2423,0.00E+00,,996.76,2.70E-01,,,,,1102.723,2.36E+00,,1435.89294,6.24E-03,,,,,,,,1137.96,0.00E+00,,1137.95,2.60E-03
,900.72233,1.92E-02,,747.4781073,4.97E+00,,747.4781073,9.27E-02,,900.18547,2.61E-04,,747.4781073,3.17E-02,,904.18192,2.29E+00,,900.72233,5.01E+00,,747.47811,0.00E+00,,996.86,2.71E-01,,,,,1103.096,2.36E+00,,1436.14551,6.20E-03,,,,,,,,1138.02,0.00E+00,,1138.01,2.61E-03
,900.89008,3.48E-02,,747.713925,5.07E+00,,747.713925,1.11E-01,,900.35369,0.00E+00,,747.713925,5.90E-02,,904.35174,2.26E+00,,900.89008,5.04E+00,,747.71393,0.00E+00,,996.96,2.71E-01,,,,,1103.469,2.35E+00,,1436.39819,6.14E-03,,,,,,,,1138.08,0.00E+00,,1138.08,2.61E-03
,901.05782,1.68E-02,,747.9497516,5.12E+00,,747.9497516,1.04E-01,,900.52191,7.83E-04,,747.9497516,2.37E-02,,904.52156,2.24E+00,,901.05782,5.08E+00,,747.94975,0.00E+00,,997.06,2.71E-01,,,,,1103.842,2.34E+00,,1436.65088,6.05E-03,,,,,,,,1138.15,0.00E+00,,1138.14,2.61E-03
,901.22557,2.24E-02,,748.1855871,5.19E+00,,748.1855871,1.11E-01,,900.69013,0.00E+00,,748.1855871,6.48E-02,,904.69139,2.21E+00,,901.22557,5.09E+00,,748.18559,0.00E+00,,997.16,2.72E-01,,,,,1104.215,2.34E+00,,1436.90369,5.97E-03,,,,,,,,1138.21,0.00E+00,,1138.20,2.61E-03
,901.39333,1.71E-02,,748.4214314,5.26E+00,,748.4214314,1.26E-01,,900.85835,0.00E+00,,748.4214314,2.11E-02,,904.86122,2.19E+00,,901.39333,5.11E+00,,748.42143,0.00E+00,,997.26,2.72E-01,,,,,1104.588,2.33E+00,,1437.15662,5.89E-03,,,,,,,,1138.27,0.00E+00,,1138.27,2.61E-03
,901.56108,2.89E-02,,748.6572846,5.38E+00,,748.6572846,1.27E-01,,901.02658,1.74E-04,,748.6572846,6.80E-02,,905.03105,2.17E+00,,901.56108,5.12E+00,,748.65728,0.00E+00,,997.36,2.72E-01,,,,,1104.962,2.32E+00,,1437.40967,5.84E-03,,,,,,,,1138.34,0.00E+00,,1138.33,2.61E-03
,901.72884,1.92E-02,,748.8931468,5.41E+00,,748.8931468,1.25E-01,,901.19481,0.00E+00,,748.8931468,2.52E-02,,905.20088,2.14E+00,,901.72884,5.15E+00,,748.89315,0.00E+00,,997.45,2.72E-01,,,,,1105.336,2.31E+00,,1437.66272,5.82E-03,,,,,,,,1138.40,0.00E+00,,1138.39,2.60E-03
,901.8966,1.84E-02,,749.1290178,5.52E+00,,749.1290178,1.33E-01,,901.36305,0.00E+00,,749.1290178,6.58E-02,,905.37072,2.12E+00,,901.8966,5.15E+00,,749.12902,0.00E+00,,997.55,2.72E-01,,,,,1105.710,2.31E+00,,1437.91589,5.83E-03,,,,,,,,1138.46,0.00E+00,,1138.46,2.61E-03
,902.06436,2.28E-02,,749.3648976,5.56E+00,,749.3648976,1.49E-01,,901.53129,2.61E-04,,749.3648976,3.35E-02,,905.54057,2.09E+00,,902.06436,5.17E+00,,749.3649,0.00E+00,,997.65,2.72E-01,,,,,1106.085,2.30E+00,,1438.16919,5.86E-03,,,,,,,,1138.53,0.00E+00,,1138.52,2.61E-03
,902.23212,2.96E-02,,749.6007864,5.66E+00,,749.6007864,1.61E-01,,901.69953,0.00E+00,,749.6007864,5.86E-02,,905.71042,2.07E+00,,902.23212,5.18E+00,,749.60079,0.00E+00,,997.75,2.73E-01,,,,,1106.459,2.28E+00,,1438.42249,5.90E-03,,,,,,,,1138.59,0.00E+00,,1138.58,2.61E-03
,902.39989,2.26E-02,,749.8366839,5.73E+00,,749.8366839,1.39E-01,,901.86777,2.61E-04,,749.8366839,4.25E-02,,905.88027,2.04E+00,,902.39989,5.21E+00,,749.83668,0.00E+00,,997.85,2.73E-01,,,,,1106.834,2.27E+00,,1438.67603,5.94E-03,,,,,,,,1138.66,0.00E+00,,1138.65,2.61E-03
,902.56765,2.08E-02,,750.0725904,5.83E+00,,750.0725904,1.51E-01,,902.03602,0.00E+00,,750.0725904,7.28E-02,,906.05012,2.02E+00,,902.56765,5.23E+00,,750.07259,0.00E+00,,997.95,2.74E-01,,,,,1107.209,2.26E+00,,1438.92957,5.98E-03,,,,,,,,1138.72,0.00E+00,,1138.71,2.62E-03
,902.73542,1.88E-02,,750.3085057,5.89E+00,,750.3085057,1.41E-01,,902.20427,7.83E-04,,750.3085057,3.71E-02,,906.21998,1.99E+00,,902.73542,5.26E+00,,750.30851,0.00E+00,,998.05,2.75E-01,,,,,1107.585,2.25E+00,,1439.18311,6.00E-03,,,,,,,,1138.78,0.00E+00,,1138.78,2.63E-03
,902.9032,2.68E-02,,750.5444299,5.99E+00,,750.5444299,1.67E-01,,902.37253,0.00E+00,,750.5444299,7.26E-02,,906.38984,1.97E+00,,902.9032,5.28E+00,,750.54443,0.00E+00,,998.15,2.75E-01,,,,,1107.961,2.24E+00,,1439.43689,6.00E-03,,,,,,,,1138.85,0.00E+00,,1138.84,2.64E-03
,903.07097,2.90E-02,,750.7803629,6.07E+00,,750.7803629,1.64E-01,,902.54078,0.00E+00,,750.7803629,4.76E-02,,906.5597,1.94E+00,,903.07097,5.31E+00,,750.78036,0.00E+00,,998.25,2.75E-01,,,,,1108.337,2.22E+00,,1439.69067,6.00E-03,,,,,,,,1138.91,0.00E+00,,1138.90,2.64E-03
,903.23875,2.80E-02,,751.0163047,6.18E+00,,751.0163047,1.86E-01,,902.70904,0.00E+00,,751.0163047,7.62E-02,,906.72957,1.91E+00,,903.23875,5.33E+00,,751.0163,0.00E+00,,998.35,2.74E-01,,,,,1108.713,2.21E+00,,1439.94458,5.99E-03,,,,,,,,1138.97,0.00E+00,,1138.97,2.65E-03
,903.40652,2.24E-02,,751.2522554,6.23E+00,,751.2522554,1.74E-01,,902.87731,2.61E-04,,751.2522554,3.93E-02,,906.89945,1.89E+00,,903.40652,5.35E+00,,751.25226,0.00E+00,,998.45,2.75E-01,,,,,1109.089,2.19E+00,,1440.19849,5.97E-03,,,,,,,,1139.04,0.00E+00,,1139.03,2.65E-03
,903.5743,2.15E-02,,751.4882149,6.34E+00,,751.4882149,2.05E-01,,903.04557,0.00E+00,,751.4882149,6.64E-02,,907.06932,1.87E+00,,903.5743,5.37E+00,,751.48821,0.00E+00,,998.54,2.75E-01,,,,,1109.466,2.18E+00,,1440.45264,5.94E-03,,,,,,,,1139.10,0.00E+00,,1139.09,2.66E-03
,903.74209,2.39E-02,,751.7241833,6.39E+00,,751.7241833,1.93E-01,,903.21384,7.83E-04,,751.7241833,3.41E-02,,907.2392,1.85E+00,,903.74209,5.40E+00,,751.72418,0.00E+00,,998.64,2.75E-01,,,,,1109.843,2.16E+00,,1440.70679,5.91E-03,,,,,,,,1139.16,0.00E+00,,1139.16,2.65E-03
,903.90987,2.96E-02,,751.9601605,6.50E+00,,751.9601605,1.91E-01,,903.38211,1.74E-04,,751.9601605,6.97E-02,,907.40908,1.83E+00,,903.90987,5.43E+00,,751.96016,0.00E+00,,998.74,2.75E-01,,,,,1110.220,2.14E+00,,1440.96106,5.89E-03,,,,,,,,1139.23,0.00E+00,,1139.22,2.65E-03
,904.07766,2.97E-02,,752.1961465,6.56E+00,,752.1961465,2.00E-01,,903.55039,2.61E-04,,752.1961465,5.91E-02,,907.57897,1.80E+00,,904.07766,5.48E+00,,752.19615,0.00E+00,,998.84,2.75E-01,,,,,1110.598,2.12E+00,,1441.21533,5.88E-03,,,,,,,,1139.29,0.00E+00,,1139.28,2.64E-03
,904.24545,2.23E-02,,752.4321413,6.70E+00,,752.4321413,2.17E-01,,903.71867,0.00E+00,,752.4321413,6.84E-02,,907.74886,1.78E+00,,904.24545,5.52E+00,,752.43214,0.00E+00,,998.94,2.75E-01,,,,,1110.976,2.09E+00,,1441.46985,5.90E-03,,,,,,,,1139.35,0.00E+00,,1139.35,2.62E-03
,904.41324,1.98E-02,,752.6681449,6.77E+00,,752.6681449,2.13E-01,,903.88695,0.00E+00,,752.6681449,3.68E-02,,907.91875,1.75E+00,,904.41324,5.57E+00,,752.66814,0.00E+00,,999.04,2.75E-01,,,,,1111.354,2.08E+00,,1441.72437,5.94E-03,,,,,,,,1139.42,0.00E+00,,1139.41,2.60E-03
,904.58103,2.53E-02,,752.9041574,6.87E+00,,752.9041574,2.31E-01,,904.05523,0.00E+00,,752.9041574,9.36E-02,,908.08865,1.73E+00,,904.58103,5.60E+00,,752.90416,9.04E-03,,999.14,2.76E-01,,,,,1111.732,2.05E+00,,1441.97900,6.00E-03,,,,,,,,1139.48,0.00E+00,,1139.47,2.57E-03
,904.74883,1.61E-02,,753.1401786,6.97E+00,,753.1401786,2.06E-01,,904.22352,2.61E-04,,753.1401786,3.76E-02,,908.25855,1.70E+00,,904.74883,5.64E+00,,753.14018,0.00E+00,,999.24,2.77E-01,,,,,1112.111,2.03E+00,,1442.23364,6.05E-03,,,,,,,,1139.54,0.00E+00,,1139.54,2.53E-03
,904.91662,2.92E-02,,753.3762087,7.09E+00,,753.3762087,2.51E-01,,904.39181,1.74E-04,,753.3762087,6.58E-02,,908.42845,1.68E+00,,904.91662,5.65E+00,,753.37621,7.24E-03,,999.34,2.77E-01,,,,,1112.490,2.00E+00,,1442.48840,6.10E-03,,,,,,,,1139.61,0.00E+00,,1139.60,2.50E-03
,905.08442,2.44E-02,,753.6122475,7.18E+00,,753.6122475,2.33E-01,,904.5601,0.00E+00,,753.6122475,3.97E-02,,908.59836,1.65E+00,,905.08442,5.67E+00,,753.61225,0.00E+00,,999.44,2.77E-01,,,,,1112.869,1.98E+00,,1442.74329,6.11E-03,,,,,,,,1139.67,0.00E+00,,1139.67,2.46E-03
,905.25223,2.77E-02,,753.8482952,7.28E+00,,753.8482952,2.45E-01,,904.7284,1.74E-04,,753.8482952,1.04E-01,,908.76827,1.62E+00,,905.25223,5.67E+00,,753.8483,0.00E+00,,999.54,2.77E-01,,,,,1113.248,1.95E+00,,1442.99829,6.09E-03,,,,,,,,1139.74,0.00E+00,,1139.73,2.43E-03
,905.42003,1.84E-02,,754.0843516,7.37E+00,,754.0843516,2.57E-01,,904.8967,2.61E-04,,754.0843516,3.48E-02,,908.93818,1.60E+00,,905.42003,5.69E+00,,754.08435,0.00E+00,,999.64,2.77E-01,,,,,1113.627,1.92E+00,,1443.25342,6.03E-03,,,,,,,,1139.80,0.00E+00,,1139.79,2.39E-03
,905.58784,2.75E-02,,754.3204169,7.48E+00,,754.3204169,2.74E-01,,905.065,0.00E+00,,754.3204169,8.12E-02,,909.1081,1.57E+00,,905.58784,5.72E+00,,754.32042,0.00E+00,,999.74,2.77E-01,,,,,1114.007,1.90E+00,,1443.50855,5.93E-03,,,,,,,,1139.86,0.00E+00,,1139.86,2.36E-03
,905.75564,2.21E-02,,754.5564909,7.58E+00,,754.5564909,2.56E-01,,905.23331,0.00E+00,,754.5564909,5.83E-02,,909.27802,1.55E+00,,905.75564,5.75E+00,,754.55649,0.00E+00,,999.84,2.77E-01,,,,,1114.387,1.87E+00,,1443.76379,5.82E-03,,,,,,,,1139.93,0.00E+00,,1139.92,2.33E-03
,905.92345,3.41E-02,,754.7925737,7.68E+00,,754.7925737,2.84E-01,,905.40162,6.96E-04,,754.7925737,7.76E-02,,909.44794,1.52E+00,,905.92345,5.78E+00,,754.79257,0.00E+00,,999.94,2.78E-01,,,,,1114.768,1.84E+00,,1444.01917,5.70E-03,,,,,,,,1139.99,0.00E+00,,1139.98,2.31E-03
,906.09127,2.68E-02,,755.0286652,7.75E+00,,755.0286652,2.90E-01,,905.56993,2.61E-04,,755.0286652,6.54E-02,,909.61787,1.50E+00,,906.09127,5.82E+00,,755.02867,0.00E+00,,1000.04,2.78E-01,,,,,1115.148,1.81E+00,,1444.27454,5.58E-03,,,,,,,,1140.05,0.00E+00,,1140.05,2.30E-03
,906.25908,2.85E-02,,755.2647656,7.90E+00,,755.2647656,3.15E-01,,905.73825,0.00E+00,,755.2647656,8.72E-02,,909.7878,1.48E+00,,906.25908,5.85E+00,,755.26477,0.00E+00,,1000.13,2.79E-01,,,,,1115.529,1.78E+00,,1444.53003,5.46E-03,,,,,,,,1140.12,0.00E+00,,1140.11,2.29E-03
,906.4269,2.89E-02,,755.5008747,8.01E+00,,755.5008747,2.76E-01,,905.90656,0.00E+00,,755.5008747,4.63E-02,,909.95774,1.46E+00,,906.4269,5.89E+00,,755.50087,0.00E+00,,1000.23,2.79E-01,,,,,1115.910,1.75E+00,,1444.78565,5.35E-03,,,,,,,,1140.18,0.00E+00,,1140.17,2.29E-03
,906.59472,2.47E-02,,755.7369925,8.16E+00,,755.7369925,3.15E-01,,906.07489,0.00E+00,,755.7369925,1.02E-01,,910.12767,1.45E+00,,906.59472,5.91E+00,,755.73699,0.00E+00,,1000.33,2.79E-01,,,,,1116.292,1.71E+00,,1445.04138,5.26E-03,,,,,,,,1140.25,0.00E+00,,1140.24,2.29E-03
,906.76254,1.69E-02,,755.9731192,8.28E+00,,755.9731192,3.14E-01,,906.24321,7.83E-04,,755.9731192,5.26E-02,,910.29762,1.43E+00,,906.76254,5.92E+00,,755.97312,0.00E+00,,1000.43,2.79E-01,,,,,1116.673,1.68E+00,,1445.29712,5.19E-03,,,,,,,,1140.31,0.00E+00,,1140.30,2.29E-03
,906.93036,2.27E-02,,756.2092545,8.37E+00,,756.2092545,3.17E-01,,906.41154,1.74E-04,,756.2092545,9.62E-02,,910.46756,1.41E+00,,906.93036,5.91E+00,,756.20925,0.00E+00,,1000.53,2.79E-01,,,,,1117.055,1.65E+00,,1445.55298,5.16E-03,,,,,,,,1140.37,0.00E+00,,1140.37,2.30E-03
,907.09818,2.37E-02,,756.4453987,8.48E+00,,756.4453987,3.38E-01,,906.57987,2.61E-04,,756.4453987,3.39E-02,,910.63751,1.39E+00,,907.09818,5.93E+00,,756.4454,3.62E-03,,1000.63,2.79E-01,,,,,1117.438,1.62E+00,,1445.80896,5.16E-03,,,,,,,,1140.44,0.00E+00,,1140.43,2.32E-03
,907.26601,3.09E-02,,756.6815515,8.61E+00,,756.6815515,3.42E-01,,906.7482,0.00E+00,,756.6815515,1.02E-01,,910.80746,1.37E+00,,907.26601,5.95E+00,,756.68155,0.00E+00,,1000.73,2.79E-01,,,,,1117.820,1.59E+00,,1446.06506,5.21E-03,,,,,,,,1140.50,0.00E+00,,1140.49,2.34E-03
,907.43384,2.70E-02,,756.9177132,8.72E+00,,756.9177132,3.47E-01,,906.91654,7.83E-04,,756.9177132,6.49E-02,,910.97742,1.35E+00,,907.43384,5.98E+00,,756.91771,0.00E+00,,1000.83,2.80E-01,,,,,1118.203,1.56E+00,,1446.32117,5.29E-03,,,,,,,,1140.56,0.00E+00,,1140.56,2.37E-03
,907.60167,3.05E-02,,757.1538835,8.83E+00,,757.1538835,3.53E-01,,907.08488,0.00E+00,,757.1538835,1.00E-01,,911.14738,1.32E+00,,907.60167,6.00E+00,,757.15388,0.00E+00,,1000.93,2.80E-01,,,,,1118.586,1.53E+00,,1446.57739,5.39E-03,,,,,,,,1140.63,0.00E+00,,1140.62,2.41E-03
,907.7695,1.33E-02,,757.3900626,8.91E+00,,757.3900626,3.68E-01,,907.25322,7.83E-04,,757.3900626,5.57E-02,,911.31734,1.30E+00,,907.7695,6.04E+00,,757.39006,0.00E+00,,1001.03,2.80E-01,,,,,1118.969,1.49E+00,,1446.83374,5.50E-03,,,,,,,,1140.69,0.00E+00,,1140.68,2.46E-03
,907.93734,2.63E-02,,757.6262505,9.09E+00,,757.6262505,3.82E-01,,907.42157,0.00E+00,,757.6262505,1.11E-01,,911.4873,1.28E+00,,907.93734,6.10E+00,,757.62625,0.00E+00,,1001.13,2.81E-01,,,,,1119.353,1.47E+00,,1447.09021,5.59E-03,,,,,,,,1140.76,0.00E+00,,1140.75,2.50E-03
,908.10518,2.17E-02,,757.862447,9.20E+00,,757.862447,3.84E-01,,907.58991,7.83E-04,,757.862447,8.78E-02,,911.65728,1.26E+00,,908.10518,6.16E+00,,757.86245,0.00E+00,,1001.23,2.81E-01,,,,,1119.736,1.42E+00,,1447.34668,5.66E-03,,,,,,,,1140.82,0.00E+00,,1140.81,2.54E-03
,908.27302,3.08E-02,,758.0986523,9.32E+00,,758.0986523,3.92E-01,,907.75827,0.00E+00,,758.0986523,1.11E-01,,911.82725,1.24E+00,,908.27302,6.20E+00,,758.09865,0.00E+00,,1001.33,2.80E-01,,,,,1120.120,1.38E+00,,1447.60327,5.70E-03,,,,,,,,1140.88,0.00E+00,,1140.88,2.58E-03
,908.44086,2.86E-02,,758.3348663,9.48E+00,,758.3348663,4.11E-01,,907.92662,2.61E-04,,758.3348663,7.18E-02,,911.99722,1.22E+00,,908.44086,6.25E+00,,758.33487,0.00E+00,,1001.43,2.79E-01,,,,,1120.505,1.38E+00,,1447.85999,5.69E-03,,,,,,,,1140.95,0.00E+00,,1140.94,2.61E-03
